id,date,time,year,pair,direction,outcome,profit,r,lots,slPips,entry,stopLoss,takeProfit,exitPrice,mambaDecision,mambaR,setup,checklist,source,row,lesson,review
"135","2026-07-09","21:35:00","2026","US100","","win","1288","1.288","40","25","29592.2","29567.2","29624.4","29624.4","","","","","Import: TradingNote_20251021.xlsx","153","",""
"136","2026-07-13","21:30:00","2026","US100","","loss","-1080","-1.08","40","25","29443.4","29468.4","","","","","","","Import: TradingNote_20251021.xlsx","155","",""
"137","2026-07-14","21:33:00","2026","US30","","loss","-1130","-1.141414141","33","30","52335.02","52365.02","","","","","","","Import: TradingNote_20251021.xlsx","156","",""
"138","2026-07-15","21:31:00","2026","US100","","loss","-1052","-1.052","40","25","29724.5","29749.5","","","","","","","Import: TradingNote_20251021.xlsx","157","","完全copy Mamba, 這筆如果是原本的我不會做"
"139","2026-07-15","21:36:00","2026","US30","","win","2136.42","2.158","33","30","52709.88","52679.88","52774.62","52774.62","","","","","Import: TradingNote_20251021.xlsx","158","",""
"140","2026-07-20","21:31:00","2026","US100","","loss","-1080","-1.08","40","25","28900.5","28875.5","","","","","","","Import: TradingNote_20251021.xlsx","160","","Mamba今天賺錢"
"141","2026-07-21","21:30:00","2026","US30","","loss","-1163.58","-1.175333333","33","30","52067.78","52037.78","","","","","","","Import: TradingNote_20251021.xlsx","161","",""
"142","2026-07-21","21:34:00","2026","US100","","loss","-1092","-1.092","40","25","28964.5","28989.5","","","","","","","Import: TradingNote_20251021.xlsx","162","",""
"143","2026-07-22","21:42:00","2026","US100","","win","1612","1.612","40","25","29007.7","28982.7","29048","29048","","","","","Import: TradingNote_20251021.xlsx","163","",""
"144","2026-07-23","21:37:00","2026","US100","","win","540","0.54","40","25","28634.6","28609.6","28648.1","28648.1","","","","","Import: TradingNote_20251021.xlsx","164","",""
"145","2026-07-27","21:30","2026","NAS100","Short","win","1308","1.308","40","25","28413.9","","28381.2","28381.2","","","","","Manual Entry","","",""
"146","2026-07-28","21:30","2026","US30","Short","loss","-1180.08","-1.192","33","30","52616.52","","","","","","","","Manual Entry","","","被打掉後，馬上反轉，代表Mamba策略有效"
"147","2026-07-28","21:37","2026","US100","Short","win","2028","2.028","40","25","27689","","27638.3","27638.3","","","","","Manual Entry","","",""
"149","2026-07-29","21:31","2026","US100","Short","loss","-992","-0.992","40","25","27701.9","","","","","","","","Manual Entry","","",""
"148","2026-07-29","21:33","2026","US30","Short","loss","-1097.58","-1.1087","33","30","52274.42","","","","","","","","Manual Entry","","",""
"151","2026-07-30","21:30","2026","NAS100","Long","loss","-996","-0.996","40","25","27723.7","","","","","","","","Manual Entry","","",""
"152","2026-07-30","21:31","2026","US30","Short","loss","-1031.58","-1.042","33","30","51862.12","","","","","","","","Manual Entry","","",""
"150","2026-08-03","21:30","2026","NAS100","Short","win","1364","1.364","40","25","28276.5","","28242.4","28242.4","Short","3","","","Manual Entry","","",""
"153","2026-08-04","21:30","2026","NAS100","Long","win","2368","2.368","40","25","29144.3","","29203.5","29203.5","Long","5","","","Manual Entry","","",""
"154","2026-08-05","21:30","2026","NAS100","Long","loss","-1080","-1.08","40","25","29875","","","","Long","-1","","","Manual Entry","","",""
"155","2026-08-05","21:33","2026","NAS100","Long","be","0","0","40","25","29875.4","","","","Long","0","","","Manual Entry","","",""
